Trial,Enc_Latency_ns,Enc_RAM_Bytes,CPU_Percent,Enc_Throughput_bps
481,58332757,34979840,102.0,719032841.19
482,58377183,34979840,102.0,718485645.32
483,58320517,34979840,102.0,719183747.98
484,58451220,34979840,84.8,717575578.41
485,58272554,34979840,102.1,719775694.06
486,58330517,34979840,102.0,719060453.38
487,58159481,34979840,102.3,721175073.76
488,58265554,34979840,102.1,719862167.62
489,58631497,34979840,101.5,715369215.29
490,58511089,34979840,101.7,716841349.51
491,58413350,34979840,101.5,718040790.33
492,58527516,34979840,101.7,716640152.64
493,58243554,34979840,85.1,720134076.98
494,58224646,34983936,102.2,720367934.91
495,58257832,34988032,102.0,719957584.42
496,58253628,34988032,102.1,720009541.72
497,58254017,34988032,102.1,720004733.75
498,58346628,34988032,102.0,718861902.35
499,58330628,34988032,102.0,719059085.05
500,58263035,34988032,102.1,719893290.83
501,58384591,34988032,84.9,718394481.86
502,58271832,34988032,102.1,719784612.23
503,58308480,34988032,102.0,719332213.77
504,58236851,34988032,102.2,720216963.65
505,58278498,34988032,102.1,719702281.96
506,58385257,34988032,101.9,718386287.14
507,58511146,34988032,101.7,716840651.18
508,58286980,34988032,102.1,719597549.92
509,58464553,34988032,84.8,717411933.35
510,58245073,34988032,102.2,720115296.28
511,58294814,34988032,102.1,719500846.16
512,58241091,34988032,102.2,720164531.26
513,58277035,34988032,102.1,719720349.53
514,58364313,34988032,102.0,718644079.65
515,58264295,34988032,102.1,719877722.71
516,58430886,34988032,101.9,717825295.34
517,58439164,34988032,84.9,717723614.25
518,58391591,34988032,101.8,718308360.53
519,58189961,34988032,102.3,720797321.04
520,58340387,34988032,102.0,718938803.06
521,58228314,34988032,102.2,720322556.48
522,58301146,34988032,102.1,719422702.26
523,58311313,34988032,102.0,719297265.70
524,58624793,34988032,101.5,715451020.87
525,58435886,34988032,101.8,717763875.44
526,58431090,34988032,101.8,717822789.20
527,58426146,34988032,101.9,717883531.12
528,58293942,34988032,102.1,719511608.94
529,58294980,34988032,102.1,719498797.32
530,58308017,34988032,102.1,719337925.69
531,58178388,34988032,85.2,720940703.96
532,58331572,34988032,102.0,719047448.27
533,58577052,34988032,101.6,716034122.03
534,58291979,34988032,102.1,719535838.71
535,58311331,34988032,102.0,719297043.66
536,58275554,34988032,102.1,719738640.32
537,58335073,34988032,102.0,719004294.38
538,58202888,34992128,102.2,720637230.24
539,58213535,34992128,85.2,720505428.85
540,58365257,34992128,101.9,718632456.29
